1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
38	2661	bgu.6.1227_1.txt	1 1 1 2 2 2 2 2 2-3 3 3 3 4 4 4 4 5 5 5 6 6 6 6-7 7 7	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος | ἔτους κζ | ἐφʼ ἱερέως Μηδείου τοῦ Λαάγωνος Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Μητάλας τῆς Ἀνδρωκάδους | μηνὸς Θῶυθ | κη	king: Ptolemaeus II | year: 27 | priest(s):  | month: Thoth | day: 28	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος (ἔτους) κζ ἐφʼ ἱ-ερέως Μηδείου τοῦ Λαάγωνος Ἀλεξάνδ[ρο]υ καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Μητάλα̣ς τῆς Ἀνδρωκάδους μη-ν[ὸς] Θῶυθ κ̣η̣	-0259-11-23	-0259-11-23	0	
39	2662	bgu.6.1228_1.txt	1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος | ἔτους κη | ἐφʼ ἱερέως Ἀντιφίλου τοῦ Λυκίνου Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Νύμφης τῆς Παίονος | μηνὸς Θῶυτ	king: Ptolemaeus II | year: 28 | priest(s):  | month: Thoth	βασιλεύοντος Πτολεμαίου τοῦ Πτολ[εμαίο]υ Σωτῆρος (ἔτους) κη ἐφʼ ἱερέως Ἀντιφίλου τοῦ Λυκίν[ου] Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσιν[όης] Φιλαδέλφου Νύμφης τῆς Παίονος μηνὸς Θῶυτ	-0258-10-27	-0258-11-25	0	
40	2663	bgu.6.1229_1.txt	1 1 1 1 1 1 1	|gap=unknown_lines| | Φιλαδέλφου Δημονίκης τῆς Φίλωνος | μηνὸς Θωῦθ	0 | priest(s):  | month: Thoth	|gap=unknown_lines| [Φιλαδέ]λφου [Δη]μονίκης τῆς Φίλω[νος] μηνὸς Θω[ῦθ]	-0257-10-26	-0257-11-24	0	
41	2663	bgu.6.1229_2.txt	10 10 10 11 11 11 11 12 12 12 12 12 12-13 13 13 13 13 14 14 14 14 15 15 15	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος | ἔτους κθ | ἐφʼ ἱερέως Ἀντιόχου τοῦ Κέββα Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Δημονίκης τῆς Φίλωνος | μηνὸς Θωῦθ	king: Ptolemaeus II | year: 29 | priest(s):  | month: Thoth	βασιλεύοντος Πτο[λ]εμαίου τοῦ Πτολεμαίου Σωτῆρος (ἔτους) κθ ἐφʼ ἱερέ[ω]ς Ἀντιόχου τοῦ Κέββα Ἀλε-ξάνδρου καὶ θεῶν Ἀδελφῶν κανηφ̣[όρου] Ἀρσινόης Φιλαδέλφου Δημονί[κης] [τῆς] Φίλωνος μηνὸς Θωῦθ	-0257-10-26	-0257-11-24	0	
42	2664	bgu.6.1230_1.txt	1 1 1 2 2 2 2 2 2-3 3 3 3 3-4 4 4 4 4 5 5 5 6 6 6 6	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος | ἔτους κθ | ἐφʼ ἱερέως Ἀντιόχου τοῦ Κέββα Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Δημωνίκης τῆς Φίλωνος | μηνὸς Ἁθὺρ	king: Ptolemaeus II | year: 29 | priest(s):  | month: Hathyr	βασιλ[εύοντος] [Πτολεμαίου] [τοῦ] Πτολεμαίου Σωτῆρ̣[ος] (ἔτους?) [κ]θ ἐφʼ [ἱ]-ερέως Ἀντιόχου τοῦ Κέββα Ἀλε[ξάν]-δρου καὶ θεῶν Ἀδελφῶν κανηφ̣ό̣ρ̣[ου] Ἀρσινόης Φιλαδέλφου Δημων[ίκης] τῆς Φίλωνος μηνὸς Ἁθὺρ	-0257-12-25	-0256-01-23	0	
43	2665	bgu.6.1262.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2-3 3 3 3 3 3 3 3 3 3 3 4	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους ἑβδόμου | ἐφʼ ἱερέως Ἀγαθοκλέους τοῦ Ἀγαθοκλέους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Φιλησοῦς τῆς Δημητρίου | μηνὸς |gap=unknown|	king: Ptolemaeus IV | year: 7 | priest(s):  | month: [ ]	[βασιλεύοντος] [Πτολεμαίου] [τοῦ] [Πτολεμαίου] [κ]αὶ Βερενίκης θεῶν [Εὐεργετῶν] [ἔτους] [ἑβδόμου] [ἐφʼ] [ἱερέως] [Ἀγαθοκλέους] [τοῦ] [Ἀγαθοκλέους] [Ἀλεξάν]δ̣ρ̣ου καὶ θεῶν Ἀδελ[φῶν] [καὶ] [θεῶν] [Εὐερ]-[γετῶν] [καὶ] [θεῶν] [Φιλοπατόρων] [κανηφόρου] [Ἀρσινόης] [Φιλαδέλφου] [Φ]ιλησοῦς τῆς Δημ[ητρίου] [μηνὸς] |gap=unknown|	-0216-10-16	-0215-10-15	0	
44	2665	bgu.6.1262.txt	9 9 9 9 9 9	ἐν μηνὶ Δύστρωι | τοῦ ὀγδόου ἔτους	month: Dystros | year: 8	ἐμ* μη[νὶ] [Δύ]στρωι τοῦ ὀγδόου ἔτους	-0216-10-16	-0215-10-15	0	
45	2666	bgu.6.1264tripl.txt	1 1 1 1 1 1 2 2 2 2 2 2 2-3 3 3 3 3 3 4 4 4 4 4 4 4 4 4-5 5 5 5 5 5 5 5 6 6 6 6	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους ὀγδόου | ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανήφορου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου | μηνὸς Περιτίου	king: Ptolemaeus IV | year: 8 | priest(s):  | month: Peritios	βασιλεύοντος Πτολε[μαίου] τοῦ Πτολεμα[ίου] [καὶ] [Βερενίκης] θεῶν Εὐεργετῶν ἔτ[ους] [ὀγδ]όου ἐφʼ ἱ[ερ]έως Πτ[ο]-λεμαί[ο]υ τοῦ Πτολε[μ]αίου τοῦ Στασικρ[άτους] [Ἀλεξάνρδου] καὶ θεῶν Σωτήρων καὶ θ[εῶ]ν Ἀδελφῶν καὶ θεῶ[ν] [Εὐεργε]-τῶν καὶ θεῶν Φιλοπατόρ[ων] κανήφορου Ἀρσινόης [Φιλαδέλφου] [Ἀρσινόης] τῆς Σωσιβίου μηνὸς Π[ερι]τίου	-0215-10-16	-0214-10-15	0	
46	2666	bgu.6.1264tripl.txt	8 8 8 8	ἐν τῶι ἐνάτωι ἔτει	year: 9	ἐν τῶι ἐνάτωι ἔτε[ι]	-0215-10-16	-0214-10-15	0	
47	2666	bgu.6.1264tripl.txt	18 18 18 18 18 18	ἐν μηνὶ Δύστρωι | τοῦ δεκάτου ἔτους	month: Dystros | year: 10	ἐμ* [μηνὶ] [Δύστρωι] τοῦ δεκάτου ἔτους	-0215-10-16	-0214-10-15	0	
48	2667	bgu.6.1266_1.txt	1 1 1 1 1 1 1-2 2 2 2 2 2 2 2 2-3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4-5 5 5 5 5 5 5-6 6 6 6 6 6	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θεῶν Φιλοπατόρων | ἔτους τρίτου | ἐφʼ ἱερέως Σατύρου τοῦ Εὐμένους Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων ἀθλοφόρου Βερενίκης Εὐεργέτιδος Ἀρσινόης τῆς Σόλωνος κανηφόρου Ἀρσινόης Φιλαδέλφου Σωστράτης τῆς Ἀντιγένους | μηνὸς Ἀρτεμισίου	king: Ptolemaeus V | year: 3 | priest(s):  | month: Artemisios	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θε-ῶν Φιλοπατόρων ἔτους τρίτου ἐφʼ ἱερέως Σατύρου τοῦ Εὐμέ-νους Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θ̣[ε]ῶ̣ν ευγετων* καὶ θεῶν Φιλοπατόρων ἀθλοφόρου Βερενίκης Εὐ-ε̣ρ̣γέτιδος Ἀρσινόης τῆς Σόλωνος κανηφόρου Ἀρσινόης Φιλαδέλ-φου Σ̣ωστράτης τῆς Ἀντιγένους μηνὸς Ἀρτεμισίου	-0203-10-13	-0202-10-12	0	
49	2667	bgu.6.1266_1.txt	20 20 20 20 20 20	ἐν μηνὶ Αὐδναίωι | τοῦ τρίτου ἔτους	month: Audnaios | year: 3	ἐμ* μηνὶ Αὐδναίωι τοῦ τρίτου ἔτους	-0203-10-13	-0202-10-12	0	
50	2667	bgu.6.1266_3.txt	47 47	ἔτους γ	year: 3	(ἔτους) γ	-0203-10-13	-0202-10-12	0	
51	2668	bgu.6.1272.txt	1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 1/4 5 5 5 5 5 5 5 5 5 5 5 5	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Κλεοπάτρας θεῶν Ἐπιφανῶν | ἔτους ὀγδόου | ἐφʼ ἱερέως Ἡρακλεοδώρου τοῦ Ἀπολλοφάνου Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων καὶ θεῶν Ἐπιφανῶν καὶ θεῶν Φιλομητόρων ἀθλοφόρου Βερενίκης Εὐεργέτιδος Σαραπιάδος τῆς Ἀπολλωνίου κανήφορου Ἀρσινόης Φιλαδέλφου Ἀριστοκλείας τῆς Δημητρίου ἱερείας Ἀρσινόης Φιλοπάτορος Εἰρήνης τῆς Πτολεμαίου | μηνὸς Περιτίου | πέμπτηι καὶ εἰκάδι | Μεσορὴ | πέμπτηι καὶ εἰκάδι	king: Ptolemaeus VI | year: 8 | priest(s):  | month: Peritios | day: 25 | month: Mesore | day: 25	[βασιλεύοντος] [Πτολεμαίου] [τοῦ] [Πτολεμαίου] [καὶ] [Κλεοπάτρας] [θεῶν] [Ἐπιφανῶν] [ἔτους] [ὀγδόου] [ἐφʼ] [ἱερ]έως [Ἡρακλεοδώρου] [τοῦ] [Ἀπολλοφάνου] [Ἀλεξάνδρου] [καὶ] [θεῶν] [Σωτήρων] [καὶ] [θεῶν] [Ἀδελφῶν] [καὶ] [θεῶν] [Εὐεργετῶν] [καὶ] [θεῶν] [Φιλοπατόρων] [καὶ] [θεῶν] [Ἐπιφανῶν] [καὶ] [θεῶν] [Φιλομητόρ]ων ἀθλοφόρου Βε[ρενίκης] [Εὐεργέτιδος] [Σαραπιάδος] [τῆς] [Ἀπολλων]ί̣ου κανήφορου Ἀρ[σινόης] [Φιλαδέλφου] [Ἀριστοκλείας] [τῆς] [Δημητ]ρ̣ίου ἱερείας Ἀρσινόης [Φιλοπάτορος] [Εἰρήνης] [τῆς] [Πτολεμαί]ο̣υ̣ μηνὸς Περιτίου π[έμπτηι] [καὶ] [εἰκάδι] [Μεσορὴ] [πέμπτηι] [κ]αὶ εἰκάδι	-0173-09-24	-0173-09-24	0	
52	2669	bgu.14.2395_1.txt	1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4-5	βασιλευόντων Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης Θεῶν Εὐεργετῶν | ἔτους πρώτου | ἐφʼ ἱερέως Νικάνορος τοῦ Βακχίου Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀριστομάχης τῆς Πτολεμαίου | μηνὸς Γορπιείου | ὀκτωκαιδεκάτηι	king: Ptolemaeus IV | year: 1 | priest(s):  | month: Gorpiaios | day: 18	βασιλε[υό]ντων Πτολεμαίου [το]ῦ Πτολ[ε]μαίου καὶ Βερενίκης Θεῶ[ν] [Ε]ὐερ[γε]τῶν ἔ[τους] [π]ρ[ώτ]ου ἐφʼ [ἱ]ε[ρέως] [Ν]ικάνορος τοῦ Βακχίου Ἀλεξάν[δ]ρου καὶ θεῶν [Ἀδελ]φῶν [καὶ] [θεῶν] [Εὐεργετῶν] [κανηφό]ρου Ἀρσινόης Φιλα[δέλφ]ου Ἀριστομ[άχης] [τῆς] [Πτολεμαίου] [μηνὸς] [Γορ]πιείου ὀκτωκαι-δεκάτηι	-0221-01-15	-0221-10-16	0	
53	2669	bgu.14.2395_1.txt	18 18 18 18 18 18 18 18	ἐν μηνὶ Γορπιείωι τῶι | ἐν τῶι δευτέρωι ἔτει	month: Gorpiaios | year: 2	ἐμ* μηνὶ Γορπιείωι τῶι ἐν τῶι δευτέρωι ἔτει	-0221-01-15	-0221-10-16	0	
54	2669	bgu.14.2395_2.txt	42 42 42 42 42 42 42 43 43 43 43 43 43 43 43 43 44 44 44 44 44 44 44 44 44 45 45 45 45 45 45	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους πρώτου | ἐφʼ ἱερέως Νικάνορος τοῦ Βακχίου Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀριστομάχης τῆς Πτολεμαίου | μηνὸς Γορπιείου | ὀκτωκαιδεκάτηι	king: Ptolemaeus IV | year: 1 | priest(s):  | month: Gorpiaios | day: 18	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους πρώτου ἐφʼ ἱερέως Νικάνορος τοῦ Βακχίου Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀριστομάχης τῆς Πτολεμαίου μηνὸς Γορπιείου ὀκτωκαιδεκάτηι	-0221-01-15	-0221-10-16	0	
55	2669	bgu.14.2395_2.txt	60 60 60 60 60 60 60 60	ἐν μηνὶ Γορπιείωι τῶι | ἐν τῶι δευτέρωι ἔτει	month: Gorpiaios | year: 2	ἐμ* μηνὶ Γορπιεί[ωι] [τ]ῶι ἐν τῶι δευτέρωι ἔτει	-0221-01-15	-0221-10-16	0	
56	2670	bgu.6.1274.txt	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτει πέμπτωι | ἐφʼ ἱερέως τοῦ δεῖνα τοῦ α|gap=4||gap=3| Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν κανηφόρου Ἀρσινόης Φιλαδέλφου Φιλίννης τῆς |gap=4||gap=4||gap=2| | μηνὸς Δύστρου | εἰκάδι	king: Ptolemaeus IV | year: 5 | priest(s):  | month: Dystros | day: 20	[βασιλεύοντος] [Πτολεμαίου] [τοῦ] [Πτολεμαίου] [καὶ] [Βερενίκης] [θεῶν] [Εὐεργετῶν] [ἔτει] [πέμπτωι] [ἐφʼ] [ἱερέως] [τοῦ] [δεῖνα] [τοῦ] α̣|gap=4||gap=3| Ἀλεξάνδρου [κ]αὶ θεῶν Ἀ[δ]ελφῶν καὶ θεῶν [Εὐεργετῶν] κ̣α̣ν̣η̣φ̣ό̣ρ̣[ου] Ἀ̣ρ̣σ̣ι̣ν̣ό̣η̣ς̣ Φιλαδέλφου Φιλίννης τ̣ῆ̣ς̣ |gap=4||gap=4||gap=2| [μ]η̣ν̣[ὸ]ς̣ Δ̣ύ̣[στρο]υ̣ εἰκάδι	-0218-10-17	-0217-10-15	0	
57	2670	bgu.6.1274.txt	9 9 9 9 9 9 10 10	ἐν μηνὶ Περιτίωι τῶι | ἐν τῶι πέμπτωι ἔτει	month: Peritios | year: 5	ἐμ* μηνὶ Περιτίωι τῶι ἐν τ̣ῶ̣ι̣ πέμπτωι [ἔτ]ει	-0218-10-17	-0217-10-15	0	
58	2671	bgu.6.1275.txt	2 2 2 2 2 2 2-3 3 3 3 3 3 3 3-4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5-6 6 6 6 6 6 6 7 7	βασιλευόντος Πτολεμαίου τοῦ Πτολεμαίου |extra| καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους ὀγδόου | ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου | μηνὸς Ἀρτεμισίου | ἑκκαιδεκάτηι	king: Ptolemaeus IV | year: 8 | priest(s):  | month: Artemisios | day: 16	βασιλευόντος Πτολεμαίου τοῦ Πτολεμαίου ⟦καὶ⟧ καὶ Βερε-νίκης θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαί-ου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶ[ν] καὶ [θ]εῶν Φιλοπατόρων κανη-φόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου μηνὸ̣ς̣ Ἀρτεμισίου ἑκκαιδεκάτηι	-0215-10-16	-0214-10-15	0	
59	2671	bgu.6.1275.txt	12 12 12 12 12 12	ἐν μηνὶ Περιτίωι | τοῦ ὀγδόου ἔτους	month: Peritios | year: 8	ἐμ* μηνὶ Περιτίωι τοῦ ὀγδόου ἔτους	-0215-10-16	-0214-10-15	0	
60	2672	bgu.6.1276_1.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3	|gap=unknown_lines| | Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανήφορου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου | μηνὸς Λωίου | ὀκτωκαιδεκάτηι	0 | priest(s):  | month: Loios | day: 18	|gap=unknown_lines| Σωτήρων κ̣[αὶ] [θεῶν] [Ἀδελφῶν] [καὶ] [θεῶν] [Εὐεργετῶν] [καὶ] [θεῶν] Φιλοπατόρων κανήφορου Ἀρσι[νόης] [Φιλαδέλφου] [Ἀρσινόης] [τῆς] Σωσιβίου μηνὸς Λωίου ὀκτωκαιδεκάτηι	-0215-10-16	-0214-10-15	0	
61	2672	bgu.6.1276_1.txt	10 10 10 10 10 10	ἐν μηνὶ Δίωι | τοῦ ὀγδόου ἔτους	month: Dios | year: 8	ἐμ* μηνὶ Δίω[ι] τοῦ [ὀ]γδόου [(ἔτους)]	-0215-10-16	-0214-10-15	0	
62	2673	bgu.6.1277.txt	1 2 2 3 3	|gap=unknown_lines| |gap=3| Σωσιβίου | μηνὸς Ξανδικοῦ	priest(s):  | month: Xandikos	|gap=unknown_lines| |gap=3| Σ̣ω̣σ̣ι̣β̣[ίου] μ̣η̣ν̣ὸ̣ς̣ Ξανδικοῦ	-0215-10-16	-0214-10-15	0	
63	2673	bgu.6.1277.txt	7 7 7 8 8 8	ἐν μηνὶ Δύστρωι | τοῦ ἐνάτου ἔτους	month: Dystros | year: 9	ἐμ* μηνὶ Δύστρωι [το]ῦ̣ ἐ̣ν̣ά̣τ̣ο̣υ̣ ἔ̣τ̣ο̣υ̣ς̣	-0215-10-16	-0214-10-15	0	
64	2674	bgu.6.1278_1.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2-3 3 3 3 3 3 3 3 3 3 3-4 4 4 4 4	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους ὀγδόου | ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου | μηνὸς Ἀρτεμισίου	king: Ptolemaeus IV | year: 8 | priest(s):  | month: Artemisios	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελ-φῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινό-ης τῆς Σωσιβίου μηνὸς Ἀρ̣τ̣ε̣μ̣ι̣σ̣ί̣ο̣υ̣	-0215-10-16	-0214-10-15	0	
